Code,Name,Polling_Districts
1185,RAMOKGONAMI PRIMARY SCHOOL,RAMOKGONAMI
1186,TENT AT ZCC-F028,RAMOKGONAMI
1187,TENT AT PLAYGROUND (NEAR DIPULA GENERAL DEALER),RAMOKGONAMI
1188,RAMOKGONAMI JUNIOR SECONDARY SCHOOL,RAMOKGONAMI
1189,TENT AT OPEN SPACE NEAR TEBELES AREA,RAMOKGONAMI
1190,TENT AT LEKOBENG STANDPIPE  ,RAMOKGONAMI
1191,TENT AT ROVERS PLAYGROUND,RAMOKGONAMI
1192,TUMASERA KGOTLA,TUMASERA-SELEKA
1193,SELEKA PRIMARY SCHOOL,TUMASERA-SELEKA
1194,TENT AT MOKOBA ZCC,TUMASERA-SELEKA
1195,SESHOLO JUNIOR SECONDARY SCHOOL,TUMASERA-SELEKA
1196,TUMASERA PRIMARY SCHOOL ,TUMASERA-SELEKA
1197,SELEKA KGOTLA,TUMASERA-SELEKA
1198,TENT AT RASESA KGOTLA ,TUMASERA-SELEKA
1199,TENT AT CITY GREEN PLAYGROUND,TUMASERA-SELEKA
1200,TENT AT SEDIBANA STANDPIPE,TUMASERA-SELEKA
1201,TENT AT TUPSWA KGOTLA,TUMASERA-SELEKA
1202,TENT AT RASESA REAL PEACE PLAY GROUND,TUMASERA-SELEKA
1203,MOKOBENG KGOTLA,MOKOBENG NGWAPA
1204,MOKOBENG PRIMARY SCHOOL,MOKOBENG NGWAPA
1205,MOKOBENG JUNIOR SECONDARY SCHOOL,MOKOBENG NGWAPA
1206,TENT AT MOIMANA STANDPIPE  ,MOKOBENG NGWAPA
1207,NGWAPA PRIMARY SCHOOL,MOKOBENG NGWAPA
1208,MOSOLOTSHANE PRIMARY SCHOOL,MOSOLOTSHANE
1209,MOSOLOTSHANE KGOTLA,MOSOLOTSHANE
1210,MOSOLOTSHANE COMMUNITY HALL  ,MOSOLOTSHANE
1211,TENT AT LETSELENTLE MOBILE STOP,MOSOLOTSHANE
1212,KALAMARE PRIMARY SCHOOL ,KALAMARE
1213,TENT AT BONWANOTSHI MOBILE STOP  ,KALAMARE
1214,TENT AT NKGOROTSHWANE CATTLE-POST ,KALAMARE
1215,KALAMARE JUNIOR SECONDARY SCHOOL ,KALAMARE
1216,KALAMARE KGOTLA ,KALAMARE
1217,TENT AT KALAMARE CLINIC ,KALAMARE
1218,MMUTLANE PRIMARY SCHOOL,MMUTLANE BONWAPITSE
1219,MMUTLANE KGOTLA,MMUTLANE BONWAPITSE
1220,TENT AT MMUTLANE VDC BAKERY,MMUTLANE BONWAPITSE
1221,BONWAPITSE PRIMARY SCHOOL,MMUTLANE BONWAPITSE
1222,BONWAPITSE COMMUNITY HALL,MMUTLANE BONWAPITSE
1223,TENT AT MAHALAPYE WATER TREATMENT  PLANT,MMUTLANE BONWAPITSE
1224,SHOSHONG PRIMARY SCHOOL ,SHOSHONG SOUTH EAST
1225,SHOSHONG JUNIOR SECONDARY SCHOOL ,SHOSHONG SOUTH EAST
1226,BOKAA KGOTLA ,SHOSHONG SOUTH EAST
1227,TENT AT LECHA LA KONOA ,SHOSHONG SOUTH EAST
1228,TOBELA KGOTLA ,SHOSHONG SOUTH EAST
1229,TENT AT LITTLE SOULS PRIVATE PRIMARY SCHOOL ,SHOSHONG SOUTH EAST
1230,TENT AT ASSEMBLIES OF GOD CHURCH ,SHOSHONG SOUTH EAST
1231,TENT AT SPIRITUAL HEALING CHURCH ,SHOSHONG SOUTH WEST
1232,MOKIBE PRIMARY SCHOOL ,SHOSHONG SOUTH WEST
1233,KGAMANE PRIMARY SCHOOL ,SHOSHONG SOUTH WEST
1234,TENT AT MAKGOBOKANE  DVC ,SHOSHONG SOUTH WEST
1235,IKONGWE PRIMARY SCHOOL ,SHOSHONG SOUTH WEST
1236,IKONGWE KGOTLA ,SHOSHONG SOUTH WEST
1237,TENT AT SEGOMPO MOBILE STOP ,SHOSHONG SOUTH WEST
1238,TENT AT MASIRA KGOTLA   ,SHOSHONG NORTH
1239,TENT AT SHOSHONG CLINIC  ,SHOSHONG NORTH
1240,MAHUTAGANE JUNIOR SECONDARY SCHOOL ,SHOSHONG NORTH
1241,TENT AT ROMAN CATHOLIC CHURCH ,SHOSHONG NORTH
1242,MAIN KGOTLA ,SHOSHONG NORTH
1243,PHALENG KGOTLA ,SHOSHONG NORTH
1244,KOJWANE KGOTLA ,SHOSHONG NORTH
1245,KODIBELENG PRIMARY SCHOOL,KODIBELENG-MORALANE
1246,KODIBELENG KGOTLA,KODIBELENG-MORALANE
1247,TENT AT KODIBELENG SPIRITUAL HEALING CHURCH,KODIBELENG-MORALANE
1248,ASSEMBLIES OF GOD CHURCH  ,KODIBELENG-MORALANE
1249,MORALANE PRIMARY SCHOOL,KODIBELENG-MORALANE
1250, MOKGENENE PRIMARY SCHOOL,OTSE-MOKGENENE
1251,TENT AT SELENYE MOBILE STOP,OTSE-MOKGENENE
1252,OTSE KGOTLA,OTSE-MOKGENENE
1253,OTSE PRIMARY SCHOOL,OTSE-MOKGENENE
1254,TIRELO PRIMARY SCHOOL,DIBETE-POLOKA
1255,DIBETE KGOTLA,DIBETE-POLOKA
1256,POLOKA PRIMARY SCHOOL,DIBETE-POLOKA
1257,TENT AT LETLHAKENG MOBILE STOP,DIBETE-POLOKA
1258,BOTALAOTE KGOTLA,MOTETSHWANE
1259,MOTETSHWANE PRIMARY SCHOOL ,MOTETSHWANE
1260,BRIGADE TRAINING CENTRE ,MOTETSHWANE
1261,MOTALAOTE PRIMARY SCHOOL,MOTETSHWANE
1262,TENT AT DITHARAPA KGOTLA  ,MOTETSHWANE
1263,TENT AT SEETSO KGOTLA,MOTETSHWANE
1264,MASOKOLA PRIMARY SCHOOL,TIDIMALO
1265,SEMANE JUNIOR SECONDARY SCHOOL,TIDIMALO
1266,TENT AT SAINT GALLERY CHURCH ,TIDIMALO
1267,TENT AT SAINT MOSES CHURCH,TIDIMALO
1268,TENT AT KONYANA KGOTLA,TIDIMALO
1269,TENT AT OPEN SPACE AT SEMANE 1 (PHAKALANE),TIDIMALO
1270,TENT AT FOOTBALL GROUND AT KONYANA ,TIDIMALO
1271,TENT AT LEINA KGOTLA,DITHOWA
1272,DITIMAMODIMO COMMUNITY HALL,DITHOWA
1273,MMUALEFHE PRIMARY SCHOOL,DITHOWA
1274,KGALEMANG MOTSETE JUNIOR SECONDARY SCHOOL,DITHOJWANE
1275,NEWTOWN PRIMARY SCHOOL,DITHOJWANE
1276,TENT AT KGOMO KGOTLA,DITHOJWANE
1277,DINOKWANE PRIMARY SCHOOL  ,DITHOJWANE
1278,DINOKWANE KGOTLA,DITHOJWANE
1279,MORULA KGOTLA,SWANENG
1280,SWANENG SENIOR SECONDARY SCHOOL,SWANENG
1281,TENT AT KHUMANEGO FARMERS COMMITTEE MEETING POINT,SWANENG
1282,TENT AT PALAMAOKUWE FARMERS COMMITTEE MEETING POINT,SWANENG
1283,TENT AT BOTEPETEPE FARMERS COMMITTEE MEETING POINT,SWANENG
1284,TENT AT MASAMA LANDS,SWANENG
1285,PAJE PRIMARY SCHOOL,PAJE
1286,TENT AT MOHATHANE KGOTLA,PAJE
1287,TENT AT MAMPA KGOTLA  ,PAJE
1288,TENT AT PATWE ,PAJE
1289,MABELEAPUDI PRIMARY SCHOOL,MABELEAPUDI
1290,TENT AT KGALA KGOTLA ,MABELEAPUDI
1291,TENT AT TAUKOME MOBILE STOP ,MABELEAPUDI
1292,TSHIMOYAPULA KGOTLA,MAJWANAADIPTSE-TSHIMOYAPULA
1293,TSHIMOYAPULA PRIMARY SCHOOL ,MAJWANAADIPTSE-TSHIMOYAPULA
1294,TSHIMOYAPULA COMMUNITY HALL ,MAJWANAADIPTSE-TSHIMOYAPULA
1295,MAJWANAADIPITSE PRIMARY SCHOOL ,MAJWANAADIPTSE-TSHIMOYAPULA
1296,TENT AT MOLODI BOREHOLE,MAJWANAADIPTSE-TSHIMOYAPULA
1297,TENT AT NAKALAKGAMA BOREHOLE ,MAJWANAADIPTSE-TSHIMOYAPULA
1298,MOGOROSI PRIMARY SCHOOL ,MOGOROSI
1299,MOGOROSI JUNIOR SECONDARY SCHOOL,MOGOROSI
1300,MANONNYE PRIMARY SCHOOL,MANONNYE
1301,BAKWENA KGARI JUNIOR SECONDARY SCHOOL,MANONNYE
1302,MODIMO KGOTLA  ,MANONNYE
1303,SESOMA KGOTLA,MANONNYE
1304,MASUGA COMMUNITY HALL,SUNNYSIDE
1305,TSHEKEDI PRIMARY SCHOOL,SUNNYSIDE
1306,SIMON RATSHOSA PRIMARY SCHOOL  ,SUNNYSIDE
1307,SEROWE COLLEGE OF EDUCATION,SUNNYSIDE
1308,MOTSHWANA KGOTLA,MOGATSAPOO
1309,BULDINGS DEPARTMENT,MOGATSAPOO
1310,SEISWANE COMMUNITY HALL,MOGATSAPOO
1311,MAKOLO PRIMARY SCHOOL  ,MOGATSAPOO
1312,KGASWE MOBILE STOP,MOGATSAPOO
1313,GRACE KGARI PRIMARY SCHOOL ,MOKWENA
1314,MOKWENA KGOTLA,MOKWENA
1315,MASILO KGOTLA,MOKWENA
1316,DIKUKUMURU MOBILE STOP,MOKWENA
1317,ITSOKWANE MOBILE STOP,MOKWENA
1318,TSHETHO MOBILE STOP,MOKWENA
1319,SEGAKWANA MOBILE STOP,MOKWENA
1320,MOIYABANA PRIMARY SCHOOL,MOIYABANA
1321,MOTHAMO JUNIOR SECONDARY SCHOOL,MOIYABANA
1322,MOIYABANA COMMUNITY HALL  ,MOIYABANA
1323,TENT AT FARM NO. 22LO,MOIYABANA
1324,MOTSHEGALETAU PRIMARY SCHOOL,MOSEMA
1325,MABUO PRIMARY SCHOOL,MOSEMA
1326,SEHUNOU PRIMARY SCHOOL,MOSEMA
1327,TENT AT KAAGOTSI MOBILE STOP,MOSEMA
1328,THABALA PRIMARY SCHOOL,THABALA
1329,THABALA COMMUNITY HALL,THABALA
1330,TENT AT MASOKO MOBILE STOP ,THABALA
1331,CENTRAL PRIMARY SCHOOL,KGOSING
1332,RIVERSIDE PRIMARY SCHOOL,KGOSING
1333,BASIMANE-BORRA BOIDITSWE KGOTLA,KGOSING
1334,TENT AT BASIMANE-BORRA KHUMO KGOTLA,KGOSING
1335,TENT AT TSHIPI E NALA ,KGOSING
1336,KHAMA MEMORIAL PRIMARY SCHOOL,KGOSING
1337,TENT AT PHUNYASELESELE PLAY GROUND,PALAMAOKUE SOUTH
1338,MAKOLOJWANE PRIMARY SCHOOL,PALAMAOKUE SOUTH
1339,TENT AT NTLO YA ENFANGELE,PALAMAOKUE SOUTH
1340,TENT AT MAKOLOJWANE ROAD DEPARTMENT OFFICES,PALAMAOKUE SOUTH
1341,RANOKANYANE JUNIOR SECONDARY SCHOOL,SEROKOLWANE
1342,MANNATHOKO PRIMARY SCHOOL,SEROKOLWANE
1343,TENT AT MANNATHOKO ROAD DEPARTMENT OFFICES,SEROKOLWANE
1344,TENT AT MOOKO LANDS,SEROKOLWANE
1345,TENT AT MANTIKA BOREHOLE,SEROKOLWANE
1346,SOS DAYCARE,SEROKOLWANE
1347,MARULAMANTSI DAY CARE ,PALAMAOKUE NORTH
1348,TENT AT BOKOPANO PROJECT,PALAMAOKUE NORTH
1349,ST. GABRIEL PRIMARY SCHOOL,PALAMAOKUE NORTH
1350,ST. AUGUSTINE PRIMARY SCHOOL,PALAMAOKUE NORTH
1351,MAKANANA KGOTLA,PALAMAOKUE NORTH
1352,METSIMASWEU JUNIOR SECONDARY SCHOOL,PALAMAOKUE NORTH
1353,DIMAJWE PRIMARY SCHOOL,DIMAJWE
1354,BOLLATHAGA BOREHOLE,DIMAJWE
1355,TENT AT JWAGOREE BOREHOLE  ,DIMAJWE
1356,MAKWA HEALTH POST,DIMAJWE
1357,MMASHORO PRIMARY SCHOOL,MMASHORO
1358,MMASHORO JUNIOR SECONDARY SCHOOL,MMASHORO
1359,SOWA HEALTH POST,MMASHORO
1360,TENT AT TSHOSWANE HEALTH POST  ,MMASHORO
1361,MMASHORO COMMUNITY HALL,MMASHORO
1362,MALATSWAE PRIMARY SCHOOL,MALATSWAE
1363,MALATSWAE KGOTLA,MALATSWAE
1364,NKAWANA BOREHOLE,MALATSWAE
1365,MAKGABA KGOTLA,MOKUBILO-MAKGABA
1366,TENT AT MAKGABA MOBILE STOP,MOKUBILO-MAKGABA
1367,MOKUBILO SERVICE CENTER,MOKUBILO-MAKGABA
1368,TENT AT MOKUBILO OLD CLINIC ,MOKUBILO-MAKGABA
1369,TENT AT MMEA KGOTLA OFFICES,MOKUBILO-MMEA
1370,MMEA PRIMARY SCHOOL,MOKUBILO-MMEA
1371,TENT AT MOKUBILO KGOTLA,MOKUBILO-MMEA
1372,MOKUBILO PRIMARY SCHOOL,MOKUBILO-MMEA
1373,TENT AT CHEBAJENA,MOSU
1374,TENT AT MMAKGAMA,MOSU
1375,MOSU PRIMARY SCHOOL,MOSU
1376,TENT AT NTHANE MOBILE STOP,MOSU
1377,MAKGADIKGADI JUNIOR SECONDARY SCHOOL,MOSU
1378,TENT AT MMATSHUMO KGOTLA,MMATSHUMO
1379,MMATSHUMO PRIMARY SCHOOL,MMATSHUMO
1380,TENT AT MAKOLWANE  ,MMATSHUMO
1381,TENT AT TSHWAGONG ,MMATSHUMO
1382,LETLHAKANE PRIMARY SCHOOL,LETLHAKANE CENTRAL
1383,LETLHAKANE SENIOR SECONDARY SCHOOL,LETLHAKANE CENTRAL
1384,TENT AT MOKGOBELELE I KGOTLA  ,LETLHAKANE CENTRAL
1385,TENT AT KGONGWE KGOTLA  ,LETLHAKANE CENTRAL
1386,RETLHATLOLENG PRIMARY SCHOOL,LETLHAKANE CENTRAL
1387,TENT AT LETLHAKANE TRIBAL ADMINISTRATION OFFICES,LETLHAKANE CENTRAL
1388,LETLHAKANE BUS RANK OFFICES,LETLHAKANE WEST
1389,TENT AT LETLHAKANE BUS RANK GYM,LETLHAKANE WEST
1390,TENT AT MOKGOBELELE II KGOTLA,LETLHAKANE WEST
1391,EXTENSION II NEW PRIMARY SCHOOL ,LETLHAKANE WEST
1392,SUPANG PRIMARY SCHOOL,LETLHAKANE SOUTH
1393, TENT AT RETLHATLOLENG PRIMARY SCHOOL PLAYGROUND,LETLHAKANE SOUTH
1394,TENT AT PHASE I EXTENSION OPEN SPACE PLOT NO. 9327 ,LETLHAKANE SOUTH
1395,TENT AT KGARAPAMOKAE ,LETLHAKANE SOUTH
1396,TENT AT SETOTO ,LETLHAKANE SOUTH
1397,TENT AT MATSWAKE MOBILE STOP ,LETLHAKANE SOUTH
1398,TENT AT GHOA ,LETLHAKANE SOUTH
1399,TENT AT GOBEKHUDI ,LETLHAKANE SOUTH
1400,TENT AT LETLHAKANE CLINIC,LETLHAKANE SOUTH EAST
1401,MOTSUMI JUNIOR SECONDARY SCHOOL  ,LETLHAKANE SOUTH EAST
1402,TENT AT LETSIBOGO KGOTLA,LETLHAKANE SOUTH EAST
1403,TENT AT BUUHE KGOTLA,LETLHAKANE NORTH EAST
1404,DITSWELETSE JUNIOR SECONDARY SCHOOL,LETLHAKANE NORTH EAST
1405,TENT AT FOOD RESOURCES SERVICE (FRS) OFFICES,LETLHAKANE NORTH EAST
1406,COMMUNITY HALL,LETLHAKANE NORTH EAST
1407,TENT AT SEKWA KGOTLA,LETLHAKANE NORTH EAST
1408,TENT AT TSUTSUGA MOBILE STOP,LETLHAKANE NORTH EAST
1409,TENT AT DITAWANA,LETLHAKANE NORTH EAST
1410,MOKANE PRIMARY SCHOOL,LETLHAKANE NORTH EAST
1411,TENT AT TAWANA WEST KGOTLA ,LETLHAKANE NORTH
1412,SEASOLE PRIMARY SCHOOL,LETLHAKANE NORTH
1413,TENT AT TAWANA EXTENSION OPEN SPACE PLOT NO. 5279 ,LETLHAKANE NORTH
1414,TENT AT TAWANA CLINIC,LETLHAKANE NORTH
1415,KHWEE PRIMARY SCHOOL,KHWEE
1416,TENT AT KOREA ,KHWEE
1417,TENT AT MAPHANE ,KHWEE
1418,TENT AT CHAICHANE ,KHWEE
1419,TENT AT TSHOSWANE ,KHWEE
1420,TENT AT GODIOTSHAA ,KHWEE
1421,TENT AT ZAMGHAMAGO MOBILE STOP,KHWEE
1422,TENT AT PIIJENA,KHWEE
1423,BAIPIDI PRIMARY SCHOOL ,MAKALAMABEDI
1424,TENT AT BAIPIDI PRIMARY PLAYGROUNDS,MAKALAMABEDI
1425,MAKALAMABEDI JUNIOR SECONDARY SCHOOL  ,MAKALAMABEDI
1426,TENT AT TSHAATSHAM CATTLEPOST,MAKALAMABEDI
1427,MOTOPI PRIMARY SCHOOL,MOTOPI
1428,MOTOPI JUNIOR SECONDARY SCHOOL,MOTOPI
1429,MOREOMAOTO PRIMARY SCHOOL ,MOREOMAOTO
1430,TENT AT MENOAKWENA MOBILE STOP,MOREOMAOTO
1431,KHUMAGA PRIMARY SCHOOL  ,KHUMAGA
1432,TENT AT KHUMAGA KGOTLA ,KHUMAGA
1433,TENT AT DIKWALO MOBILE STOP ,KHUMAGA
1434,TENT AT JACOB'S WARD,TSIENYANE NORTH
1435,TENT AT DAMBE WARD,TSIENYANE NORTH
1436,TENT AT SOKWANE CATTLE POST,TSIENYANE NORTH
1437,TENT AT KAZEREMANA WARD,TSIENYANE NORTH
1438,TENT AT AGRICULTURAL SHOWGROUNDS,TSIENYANE NORTH
1439,ETSILE PRIMARY SCHOOL,TSIENYANE SOUTH
1440,TSIENYANE PRIMARY SCHOOL  ,TSIENYANE SOUTH
1441,RAKOPS JUNIOR SECONDARY SCHOOL ,TSIENYANE SOUTH
1442,TENT AT KOPO WARD (DHMT) OFFICE,TSIENYANE SOUTH
1443,NICODEMUS PRIMARY SCHOOL  ,TSIENYANE EAST
1444,TENT AT HERERO FOOTBALL PLAYGROUND  ,TSIENYANE EAST
1445,TENT AT MOGOTLHO STANDPIPE ,TSIENYANE EAST
1446,TOROMOJA PRIMARY SCHOOL ,TOROMOJA
1447,TENT AT TOROMOJA KGOTLA,TOROMOJA
1448,TENT AT PALAMA WARD,TOROMOJA
1449,TENT AT KGOMOTSHWANA RANCH ,XERE
1450,TENT AST XERE TRIBAL ADMINISTRATION OFFICES,XERE
1451,TENT AT NGABETSORO CATTLE POST  ,XERE
1452,TENT AT XHOBE II CATTLE POST,XERE
1453,MMADIKOLA PRIMARY SCHOOL,MMADIKOLA
1454,TENT AT SEKGOPHANE WARD,MMADIKOLA
1455,TENT AT CHIDZINANA KGOTLA ,MMADIKOLA
1456,TENT AT NKHWEBANA WARD  ,MMADIKOLA
1457,XHUMO PRIMARY SCHOOL,XHUMO
1458,TENT AT XHUMO EAST STANDPIPE,XHUMO
1459,TENT AT MAWALA STANDPIPE ,XHUMO
1460,TENT AT GOWE CATTLE POST ,XHUMO
1461,TENT AT YOOKAE MOBILE STOP ,XHUMO
1462,KEDIA PRIMARY SCHOOL ,KEDIA
1463,TENT AT KEDIA KGOTLA,KEDIA
1464,TENT AT CHEKE WARD ,KEDIA
1465,TENT AT HIMA COMMUNITY RANCH,KEDIA
1466,MOKOBAXANE PRIMARY SCHOOL,MOKOBAXANE
1467,TENT AT MOKOBAXANE KGOTLA ,MOKOBAXANE
1468,TENT AT EXTENSION OFFICE,MOKOBAXANE
1469,MOPIPI PRIMARY SCHOOL ,MOPIPI WEST
1470,TENT AT MOPIPI KGOTLA  ,MOPIPI WEST
1471,MAROBATHUTWA HALL   ,MOPIPI WEST
1472,TENT AT R.A. BAILEY ,MOPIPI WEST
1473,TENT AT JUMASERE MOBILE STOP ,MOPIPI WEST
1474,TENT AT MAJOMETSI MOBILE STOP,MOPIPI WEST
1475,MANTHABAKWE PRIMARY SCHOOL ,MOPIPI EAST
1476,MOPIPI JUNIOR SECONDARY SCHOOL,MOPIPI EAST
1477,MOPIPI COMMUNITY HALL,MOPIPI EAST
1478,TENT AT KUBI MOBILE STOP ,MOPIPI EAST
1479,TENT AT MADITSEYANE MOBILE STOP  ,MOPIPI EAST
1480,TENT AT NXARETSAO MOBILE STOP,MOPIPI EAST
1481,BOTETI HOUSE PRIMARY SCHOOL,ORAPA
1482,BATHOEN HOUSE PRIMARY SCHOOL  ,ORAPA
1483,ORAPA JUNIOR SECONDARY SCHOOL ,ORAPA
1484,DRIVER TRAINING CENTER OFFICE,ORAPA
1485,ORAPA TRIBAL ADMINISTRATION OFFICE,ORAPA
1486,LIVINGSTONE HOUSE PRIMARY SCHOOL,ORAPA
1487,TENT AT BOSEJA NORTH KGOTLA,BOSEJA NORTH
1488,TENT AT EDUCATION CENTRE,BOSEJA NORTH
1489,LADY MITCHINSON PRIMARY SCHOOL,BOSEJA NORTH
1490,"TENT AT OPEN SPACE (IN FRONT OF KGOSI TIME'S YARD, PLOT NO. 5095) ",BOSEJA NORTH
1492,TENT AT MOOLOGE LANDS OPEN SPACE (NORTH) ,BOSEJA NORTH
1493,TENT AT BOSEJA CENTRAL KGOTLA,BOSEJA CENTRAL
1494,SEDIBELO JUNIOR SECONDARY SCHOOL,BOSEJA CENTRAL
1495,TENT AT ASSEMBLIES OF GOD CHURCH,BOSEJA CENTRAL
1496,TENT AT BOSEJA SOUTH KGOTLA ,BOSEJA SOUTH
1497,TENT AT ST. FAITH HOLY CHURCH,BOSEJA SOUTH
1498,RADIKOLO JUNIOR SECONDARY SCHOOL,BOSEJA SOUTH
1499,KGAFELA PRIMARY SCHOOL,BOSEJA SOUTH
1500,TENT AT NEW CHRISTIAN INTERNATIONAL CHURCH,BOSEJA SOUTH
1501,SEINGWAENG PRIMARY SCHOOL,MOSHAWANA
1502,TENT AT TREE TOP HOUSE PRE-SCHOOL ,MOSHAWANA
1503,TENT AT ST. JOHN CHURCH,MOSHAWANA
1504,TENT AT BOLLATSHWENE OPEN SPACE ,MOSHAWANA
1505,TENT AT MOCHUDI MAIN KGOTLA ,BOGARE
1506,NEW LINCHWE PRIMARY SCHOOL ,BOGARE
1507,ISANG PRIMARY SCHOOL,BOGARE
1508,TENT AT ST. PAUL CHURCH ,BOGARE
1509,MALOTWANA COMMUNITY HALL,BOKONE-MALOTWANA
1510,MMADIPAMO PRIMARY SCHOOL,BOKONE-MALOTWANA
1511,TENT AT AMAZULU FOOTBALL GROUNDS ,BOKONE-MALOTWANA
1512,TENT AT MMADIPINOSI OPEN SPACE,BOKONE-MALOTWANA
1513,TENT AT SEBONWANE LANDS OPEN SPACE,BOKONE-MALOTWANA
1514,MMUSI PRIMARY SCHOOL,MOSANTA
1515,TENT AT MAKAKATLELA KGOTLA ,MOSANTA
1516,TENT AT MARULA-O-RRA TSHEOLE,MOSANTA
1517,TENT AT MAKAKATLELA OPEN SPACE,MOSANTA
1518,ITHUTENG JUNIOR SECONDARY SCHOOL,NTSHINOGE
1519,NTSHINOGE PRIMARY SCHOOL,NTSHINOGE
1520,TENT AT SPIRITUAL HEALING CHURCH,NTSHINOGE
1521,TENT AT MASIMO A GA MARIBE OPEN ,NTSHINOGE
1523,TENT AT MABODISA KGOTLA,MABODISA
1524,KGAMANYANE JUNIOR SECONDARY SCHOOL  ,MABODISA
1525,SEGALE PRIMARY SCHOOL,MABODISA
1526,TENT AT MAKGOPHANA KGOTLA,MAKGOPHANA
1527,TENT AT MAKGOPHANA CLINIC,MAKGOPHANA
1528,BOGATSU PRIMARY SCHOOL,MAKGOPHANA
1529,TENT AT THE ALLIANCE CHURCH IN BOTSWANA,MAKGOPHANA
1530,MATEBELE COMMUNITY HALL,MATEBELE
1531,MATEBELE PRIMARY SCHOOL,MATEBELE
1532,TENT AT RAMODIBE MOBILE CLINIC STOP,MATEBELE
1533,TENT AT PHATLHANENG FOOTBALL GROUNDS,MATEBELE
1534,OODIMA JUNIOR SECONDARY SCHOOL,OODI WEST
1535,OODI WEAVERS,OODI WEST
1536,TENT AT NTSWANENG KGOTLANA    ,OODI WEST
1537,OODI PRIMARY SCHOOL,OODI EAST
1538,OODI COLLEGE OF APPLIED ARTS,OODI EAST
1539,TENT AT OODI SUB-LAND BOARD  ,OODI EAST
1540,TENT AT KGALAPITSE MOBILE CLINIC SPACE,OODI EAST
1541,TENT AT MATLAPA A LELOTO CHOIR GROUNDS,OODI EAST
1542,MOKATSE KGOTLA,MODIPANE WEST
1543,TENT AT ROMAN CATHOLIC CHURCH ,MODIPANE WEST
1544,MOKATSANA VDC PLOT ,MODIPANE WEST
1545,TENT AT 3 KOPI LANDS KGOTLANA ,MODIPANE WEST
1546,MODIPANE PRIMARY SCHOOL,MODIPANE EAST
1547,TENT AT MODIPANE KGOTLA ,MODIPANE EAST
1548,TENT AT MAMBAS FOOTBALL GROUNDS,MODIPANE EAST
1549,DIKWIDIDI PRIMARY SCHOOL,DIKWIDIDI-MABALANE
1550,MABALANE PRIMARY SCHOOL,DIKWIDIDI-MABALANE
1551,TENT AT NTSHEKELETSE LANDS,DIKWIDIDI-MABALANE
1552,SIKWANE PRIMARY SCHOOL,MATHUBUDUKWANE-RAMONAKA-SIKWANE
1553,LETSEBE PRIMARY SCHOOL,MATHUBUDUKWANE-RAMONAKA-SIKWANE
1554,RAMONAKA PRIMARY SCHOOL,MATHUBUDUKWANE-RAMONAKA-SIKWANE
1555,TENT AT MATHUBUDUKWANE POSTAL AGENCY ,MATHUBUDUKWANE-RAMONAKA-SIKWANE
1556,TENT AT DINOGENG MOBILE CLINIC  ,MATHUBUDUKWANE-RAMONAKA-SIKWANE
1557,TENT AT DITLHOKWE MOBILE CLINIC ,MATHUBUDUKWANE-RAMONAKA-SIKWANE
1558,TENT AT SIKWANE AGRICULTURE OFFICE,MATHUBUDUKWANE-RAMONAKA-SIKWANE
1559,TENT AT DIKALAKANE VDC PLOT  ,MATHUBUDUKWANE-RAMONAKA-SIKWANE
1560,TENT AT MOTLHABANE KGOTLA,MALOLWANE
1561,RANKOA PRIMARY SCHOOL,MALOLWANE
1562,TENT AT MATLOU KGOTLA,MALOLWANE
1563,TENT AT DIKAKAPA TSA BODIAKHUDU (B.K) CHOIR GROUNDS,MALOLWANE
1564,TENT AT SEKOTLONG LANDS ,MALOLWANE
1565,RAMOTLABAKI PRIMARY SCHOOL,OLIPHANT'S DRIFT-RAMOTLABAKI
1566,OLIPHANT PRIMARY SCHOOL,OLIPHANT'S DRIFT-RAMOTLABAKI
1567,TENT AT PALLA CAMP MOBILE CLINIC STOP,OLIPHANT'S DRIFT-RAMOTLABAKI
1568,TENT AT SEDIBA SA TSHIPABOSIGO ,OLIPHANT'S DRIFT-RAMOTLABAKI
1569,TENT AT AGRICULTURE OFFICE,BOPHIRIMA
1570,MATSIENG PRIMARY SCHOOL,BOPHIRIMA
1571,PHAPHANE PRIMARY SCHOOL,BOPHIRIMA
1572,TENT AT MOCHUDI FIRE STATION,BOPHIRIMA
1573,TENT AT RAMPEDI KGOTLA,BOPHIRIMA
1574,PILANE PRIMARY SCHOOL,PILANE
1575,TENT AT PILANE OPEN SPACE  ,PILANE
1576,TENT AT BOREJANE KGOTLA,PILANE
1577,RAMOGOTSI PRIMARY SCHOOL,MORWA
1578,TENT AT MORWA COMMUNITY HALL,MORWA
1579,TENT AT MORWA CLINIC ,MORWA
1580,TENT AT MMA MOLWELANG OPEN SPACE,MORWA
1581,TENT AT BOKAA KGOTLA,BOKAA SOUTH
1582,TLHAAKGAME PRIMARY SCHOOL,BOKAA SOUTH
1583,TENT AT MMAMASHIA WATER TREATMENT PLANT,BOKAA SOUTH
1584,BORWA JUNIOR SECONDARY SCHOOL,BOKAA SOUTH
1585,TENT AT MAGOTLHOADISA OPEN SPACE,BOKAA SOUTH
1586,RADITLADI PRIMARY SCHOOL,BOKAA NORTH
1587,TENT AT BOKAA COMMUNITY HALL,BOKAA NORTH
1588,TENT AT INDEPENDENT ASSEMBLIES OF GOD CHURCH,BOKAA NORTH
