Code,Name,Polling_Districts
0001,PARAKARUNGU PRIMARY SCHOOL,CHOBE ENCLAVE WEST
0002,PARAKARUNGU KGOTLA,CHOBE ENCLAVE WEST
0003,TENT AT CHITUZA KGOTLANA,CHOBE ENCLAVE WEST
0004,SATAU PRIMARY SCHOOL,CHOBE ENCLAVE WEST
0005,SATAU KGOTLA,CHOBE ENCLAVE WEST
0006,TENT AT MASANZU,CHOBE ENCLAVE WEST
0007,TENT AT IWUNGA KGOTLANA,CHOBE ENCLAVE WEST
0008,TENT AT LINYANTI WILDLIFE CAMP,CHOBE ENCLAVE WEST
0009,KACHIKAU PRIMARY SCHOOL,CHOBE ENCLAVE CENTRAL
0010,LISWAANI JUNIOR SECONDARY SCHOOL,CHOBE ENCLAVE CENTRAL
0011,KACHIKAU KGOTLA ,CHOBE ENCLAVE CENTRAL
0012,TENT AT SAVUTI WILDLIFE CAMP,CHOBE ENCLAVE CENTRAL
0013,KAVIMBA PRIMARY SCHOOL,CHOBE ENCLAVE EAST
0014,TENT AT COMMUNITY HALL ,CHOBE ENCLAVE EAST
0015,TENT AT SERIBA LANDS,CHOBE ENCLAVE EAST
0016,MABELE PRIMARY SCHOOL,CHOBE ENCLAVE EAST
0017,TENT AT MUCHENJE MOBILE CLINIC,CHOBE ENCLAVE EAST
0018,TENT AT MABELE TOWER,CHOBE ENCLAVE EAST
0019,TENT AT IZII KGOTLANA ,CHOBE ENCLAVE EAST
0020,TENT AT NGOMA BORDER POST,CHOBE ENCLAVE EAST
0021,KASANE PRIMARY SCHOOL,KASANE NORTH
0022,CHOBE JUNIOR SECONDARY SCHOOL,KASANE NORTH
0023,KASANE KGOTLA ,KASANE NORTH
0024,TENT AT RED CROSS ,KASANE NORTH
0025,TENT AT LIBRARY,KASANE NORTH
0026,PLATEAU PRIMARY SCHOOL,KASANE SOUTH
0027,TENT PLATEAU KGOTLA,KASANE SOUTH
0028,TENT AT UCCSA CHURCH,KASANE SOUTH
0029,TENT AT OPEN SPACE BEHIND PLOT NO. 825,KASANE SOUTH
0030,NEW KAZUNGULA PRIMARY SCHOOL,KAZUNGULA WEST
0031,TENT AT FLOWERTOWN WATER TANKS,KAZUNGULA WEST
0032,TENT AT APOSTOLIC FAITH MISSION CHURCH,KAZUNGULA WEST
0033,TENT AT OPEN SPACE PLOT NO. 4837,KAZUNGULA WEST
0034,KAZUNGULA PRIMARY SCHOOL,KAZUNGULA EAST
0035,TENT AT THE OLD APOSTOLIC CHURCH,KAZUNGULA EAST
0036,KAZUNGULA KGOTLA,KAZUNGULA EAST
0037,TENT AT OPEN SPACE PRAISE AND WORSHIP TABANACLE CHURCH,KAZUNGULA EAST
0038,TENT AT APOSTOLIC FAITH MISSION CHURCH IN BOTSWANA,KAZUNGULA EAST
0039,LESOMA PRIMARY SCHOOL,LESOMA
0040,TENT AT OPEN SPACE AT DUMATAU/PLOT NO. 1232,LESOMA
0041,LESOMA KGOTLA,LESOMA
0042,TENT AT PLAYGROUND NEAR KAZUNGULA POLICE RESIDENCES,LESOMA
0043,OLD AGRICULTURAL RESEARCH,PANDAMATENGA
0044,PANDAMATENGA PRIMARY SCHOOL,PANDAMATENGA
0045,METEOROLOGY,PANDAMATENGA
0046,TENT AT NEWSTANDS MOBILE CLINIC,PANDAMATENGA
0047,TENT AT SHOW GROUND,PANDAMATENGA
0048,TENT AT BDF CAMP OPEN SPACE,PANDAMATENGA
0049,TENT AT VDC HALL,PANDAMATENGA
0050,BONATLA PRIMARY SCHOOL,KGOSING-KUBUNG
0051,MAUN MAIN KGOTLA,KGOSING-KUBUNG
0052,MENO KGOTLA,KGOSING-KUBUNG
0053,MABUDUTSA KGOTLA,KGOSING-KUBUNG
0054,TSHWARAGANO JUNIOR SECONDARY SCHOOL,KGOSING-KUBUNG
0055,KUBUNG KGOTLA,KGOSING-KUBUNG
0056,MATLOLA PRIMARY SCHOOL ,KGOSING-KUBUNG
0057,TENT AT KUBUNG OPEN SPACE ,KGOSING-KUBUNG
0058,MAUN SUB-LAND BOARD,BOYEI
0059,SEKGOMA PRIMARY SCHOOL,BOYEI
0060,BOTSHABELO KGOTLA,BOYEI
0061,BOYEI KGOTLA,BOYEI
0062,BAPTIST CHURCH,BOYEI
0063,BOTSWELELO PRIMARY SCHOOL ,BOYEI
0064,MOETI JUNIOR SECONDARY SCHOOL,MOETI
0065,BOYEI PRIMARY SCHOOL,MOETI
0066,MOETI CLINIC,MOETI
0067,GOROKU VDC,MOETI
0068,XARAXAU VDC,MOETI
0069,TENT AT SEJESO  ,MOETI
0070,MATHIBA PRIMARY SCHOOL,SEDIE
0071,SEDIE JUNIOR SECONDARY SCHOOL,SEDIE
0072,OLD IMMIGRATION OFFICES,SEDIE
0073,TENT AT MAPHANE ,SEDIE
0074,TENT AT OPEN SPACE SEDIE,SEDIE
0075,MAPHANE KGOTLA,SEDIE
0076,MOETI EAST KGOTLA,SEDIE
0077,BORO VDC,BORO-SENONNORI
0078,TENT AT BORO2 ,BORO-SENONNORI
0079,BORONYANE MOBILE STOP,BORO-SENONNORI
0080,SENONNORI KGOTLA,BORO-SENONNORI
0081,BIBLE LIFE MINISTRIES,BORO-SENONNORI
0082,TENT AT HEALING CHURCH ,BORO-SENONNORI
0106,TENT AT SENONNORI OPEN SPACE,BORO-SENONNORI
1491,TENT AT BORO OPEN SPACE,BORO-SENONNORI
0083,MATLAPANA PRIMARY SCHOOL,MATLAPANA-SHOROBE
0084,TENT AT MATLAPANA ,MATLAPANA-SHOROBE
0085,LEGOTHWANA VDC  ,MATLAPANA-SHOROBE
0086,XHAKAANARE KGOTLA,MATLAPANA-SHOROBE
0087,UNIVERSITY OF BOTSWANA,MATLAPANA-SHOROBE
0088,SEXAXA VDC,MATLAPANA-SHOROBE
0089,MATSAUDI PRIMARY SCHOOL,MATLAPANA-SHOROBE
0090,TENT AT SAKAPANE ,MATLAPANA-SHOROBE
0091,SHOROBE PRIMARY SCHOOL,MATLAPANA-SHOROBE
0092,SHOROBE KGOTLA,MATLAPANA-SHOROBE
0093,TENT AT MOCHABA ,MATLAPANA-SHOROBE
0094,TENT AT NXINIQWE,MATLAPANA-SHOROBE
0095,TENT AT NXABE VDC,MATLAPANA-SHOROBE
0096,TENT AT XAXABA,BOJANALA
0097,DITSHIPING VDC,BOJANALA
0098,DAUNARA VDC,BOJANALA
0099,QUXAO VDC,BOJANALA
0100,TENT AT MORUTSA,BOJANALA
0101,SANKUYO PRIMARY SCHOOL,KHWAI-SANKUYO
0102,TENT AT SANTAWANI,KHWAI-SANKUYO
0103,MABABE PRIMARY SCHOOL,KHWAI-SANKUYO
0104,KHWAI VDC,KHWAI-SANKUYO
0105,XAKANAXA,KHWAI-SANKUYO
0107,MAKALAMABEDI PRIMARY SCHOOL,MAKALAMABEDI-PHUDUHUDU
0108,MOGOLOKWANE PRIMARY SCHOOL,MAKALAMABEDI-PHUDUHUDU
0109,TENT AT MMUMASWEU ,MAKALAMABEDI-PHUDUHUDU
0110,XERIDOM MOBILE CLINIC,MAKALAMABEDI-PHUDUHUDU
0650,TENT AT TATAMOGA MOBILE STOP,MAKALAMABEDI-PHUDUHUDU
0111,KHWEESWE PRIMARY SCHOOL,SOMELO-HAINAVELD FARMS
0112,TENT AT BONNO RANCH ,SOMELO-HAINAVELD FARMS
0113,TENT AT PALAMAOKUWE RANCH,SOMELO-HAINAVELD FARMS
0114,TENT AT BOFIWAKGOMO RANCH,SOMELO-HAINAVELD FARMS
0115,TENT AT MOWANA VETERINARY GATE,SOMELO-HAINAVELD FARMS
0116,TENT AT ZONE 5 ,SOMELO-HAINAVELD FARMS
0530,TENT AT SULABOMPE MOBILE STOP,SOMELO-HAINAVELD FARMS
0666,TENT AT PELOBOTLHOKO MOBILE STOP,SOMELO-HAINAVELD FARMS
1177,TENT AT DIKGONGDITSHWEU MOBILE STOP,SOMELO-HAINAVELD FARMS
0117,MAUN SENIOR SECONARY SCHOOL,GXHABARA-DIKGATLHONG
0118,GXHABARA PRIMARY SCHOOL,GXHABARA-DIKGATLHONG
0119,XOBE 2 VDC,GXHABARA-DIKGATLHONG
0120,DIKGATLHONG VDC,GXHABARA-DIKGATLHONG
0121,TSANAKONA EAST 1 KGOTLA,GXHABARA-DIKGATLHONG
0122,THAMALAKANE EAST VDC,GXHABARA-DIKGATLHONG
1522,TENT AT GXHABARA VDC,GXHABARA-DIKGATLHONG
0123,TENT AT MMAPHIRI FOOTBALL GROUNDS,BOSEJA SOUTH-MATSHWANE
0124,MATSHWANE CLINIC,BOSEJA SOUTH-MATSHWANE
0125,TENT AT BOSEJA CENTRAL OLD VDC OFFICE,BOSEJA SOUTH-MATSHWANE
0126,LEAPOTSWE ENGLISH MEDIUM SCHOOL,BOSEJA SOUTH-MATSHWANE
0127,XOBE 1 VDC,BOSEJA SOUTH-MATSHWANE
0128,TENT AT MIDAS ,BOSEJA SOUTH-MATSHWANE
0129,TENT AT BLACK RHINOS FOOTBALL GROUNDS ,BOSEJA SOUTH-MATSHWANE
0130,KUBUNG PRIMARY SCHOOL,BOSEJA SOUTH-MATSHWANE
0131,BOSEJA SOUTH VDC,BOSEJA SOUTH-MATSHWANE
0132,TSODILO JUNIOR SECONDARY SCHOOL,BOSEJA CENTRAL
0133,BOSEJA PRIMARY SCHOOL,BOSEJA CENTRAL
0134,BOSEJA CENTRAL KGOTLA,BOSEJA CENTRAL
0135,TENT AT BOSEJA CENTRAL OPEN SPACE1,BOSEJA CENTRAL
0136,TENT AT BOSEJA CENTRAL OPEN SPACE2,BOSEJA CENTRAL
0137,TENT AT YOUNG STARS FOOTBALL GROUNDS,BOSEJA NORTH
0138,DELTA WATERS INTERNATIONAL SCHOOL,BOSEJA NORTH
0139,ANDREW WELIO PRIMARY SCHOOL,BOSEJA NORTH
0140,BOSEJA NORTH KGOTLA,BOSEJA NORTH
0141,POLOKA-BATHO VDC ,BOSEJA NORTH
0142,BOTSWANA OPEN UNIVERSITY,BOSEJA NORTH
0143,TENT AT BOSEJA NORTH OPEN SPACE,BOSEJA NORTH
0144,OLD DISANA CLINIC,DISANA
0145,DISANA PRIMARY SCHOOL,DISANA
0146,NEW DISANA KGOTLA,DISANA
0147,TENT AT SEDUDU ,DISANA
0148,TENT AT JOJO NO 2 ,DISANA
0149,TENT AT JOJO NO 4,DISANA
0150,TENT AT JOJO NO 7,DISANA
0151,MAITLAMO JUNIOR SECONDARY SCHOOL,DISANA
0152,XHANA MOBILE STOP,CHANOGA-SAMEDUPI
0153,CHANOGA PRIMARY SCHOOL,CHANOGA-SAMEDUPI
0154,CHANOGA BOSEJA MOBILE STOP,CHANOGA-SAMEDUPI
0155,MAWANA VDC,CHANOGA-SAMEDUPI
0156,TENT AT TSIBOGO-LA-MATEBELE ,CHANOGA-SAMEDUPI
0157,TENT AT KOOKALE BOSEJA ,CHANOGA-SAMEDUPI
0158,TENT AT MASU-A-DIPHUTI,CHANOGA-SAMEDUPI
0159,TENT AT MAKALAMABEDI TURN-OFF ,CHANOGA-SAMEDUPI
0160,SAMEDUPI 2 VDC,CHANOGA-SAMEDUPI
0161,TENT AT VETERINARY BOREHOLE,CHANOGA-SAMEDUPI
1649,TENT AT SAMEDUPI 3 VDC,CHANOGA-SAMEDUPI
0162,TENT AT OPEN SPACE NEAR MATLAPANA CIRCLE,THAMALAKANE NORTH-MATLAPANA
0163,LETSHOLATHEBE PRIMARY SCHOOL,THAMALAKANE NORTH-MATLAPANA
0164,WENELA VDC,THAMALAKANE NORTH-MATLAPANA
0165,MAUN COUNSELLING CENTRE,THAMALAKANE NORTH-MATLAPANA
0166,TENT AT SEDIE HOTEL ,THAMALAKANE NORTH-MATLAPANA
0167,TENT AT MATLAPANA OLD BRIDGE ,THAMALAKANE NORTH-MATLAPANA
0168,TENT AT NABOKENYA CRÈCHE,THAMALAKANE NORTH-MATLAPANA
0169,TENT AT TSELE STANDPIPE ,THAMALAKANE NORTH-MATLAPANA
0170,TENT AT MOGOBE ,THAMALAKANE NORTH-MATLAPANA
0171,TENT OPPOSITE DISANA CLINIC,THAMALAKANE NORTH-MATLAPANA
0172,TENT AT KARENG PRIMARY SCHOOL,KARENG-QHOROTSHAA
0173,TENT AT KARENG KGOTLA,KARENG-QHOROTSHAA
0174,TENT AT QHOROTSHAA ,KARENG-QHOROTSHAA
0175,TENT AT SPANPLEK MOBILE STOP,KARENG-QHOROTSHAA
0176,TENT AT MATHAMAGANA MOBILE STOP,KARENG-QHOROTSHAA
0177,TENT AT BOTSHELO ,KARENG-QHOROTSHAA
0178,TENT AT MARAKANELO,KARENG-QHOROTSHAA
0179,TENT AT TJIVANENO MOBILE STOP,KARENG-QHOROTSHAA
0180,TENT AT PHALAPHALA,KARENG-QHOROTSHAA
0181,TENT AT XAATSITSO AT MOTSWERE TREE,KARENG-QHOROTSHAA
0182,TENT AT TSAU PRIMARY SCHOOL,TSAU-SEMBOYO-MAKAKUNG
0183,TENT AT SEKGOMA JUNIOR SECONDARY SCHOOL,TSAU-SEMBOYO-MAKAKUNG
0184,TENT AT TSAU COMMUNITY HALL,TSAU-SEMBOYO-MAKAKUNG
0185,TENT AT DOBE,TSAU-SEMBOYO-MAKAKUNG
0186,TENT AT SEMBOYO PRIMARY SCHOOL,TSAU-SEMBOYO-MAKAKUNG
0187,TENT AT MAPORORO ,TSAU-SEMBOYO-MAKAKUNG
0188,TENT AT MAKAKUNG PRIMARY SCHOOL,TSAU-SEMBOYO-MAKAKUNG
0189,TENT AT KAURE MOBILE STOP,TSAU-SEMBOYO-MAKAKUNG
0190,XANGORO MOBILE STOP,TSAU-SEMBOYO-MAKAKUNG
0191,TENT AT SENAXOMO,TSAU-SEMBOYO-MAKAKUNG
0192,TENT AT MAILA MOBILE STOP,TSAU-SEMBOYO-MAKAKUNG
0193,TENT AT MAPUTE MOBILE STOP,TSAU-SEMBOYO-MAKAKUNG
0194,TENT AT SEHITHWA SUB-LAND BOARD  ,SEHITHWA-LEGOTHWANA
0195,TENT AT NGAMI JUNIOR SECONDARY SCHOOL,SEHITHWA-LEGOTHWANA
0196,TENT AT SEHITHWA SERVICE CENTRE ,SEHITHWA-LEGOTHWANA
0197,TENT AT SEHITHWA KGOTLA,SEHITHWA-LEGOTHWANA
0198,TENT AT SEHITHWA PRIMARY SCHOOL,SEHITHWA-LEGOTHWANA
0199,TENT AT LEGOTHWANA PRIMARY SCHOOL,SEHITHWA-LEGOTHWANA
0200,TENT AT PHATHANE MOBILE STOP,SEHITHWA-LEGOTHWANA
0201,TENT AT NAUNE MOBILE STOP,SEHITHWA-LEGOTHWANA
0202,TENT AT SETATA MOBILE STOP,SEHITHWA-LEGOTHWANA
0203,TENT AT THOLOLAMORO CATTLE CRUSH,SEHITHWA-LEGOTHWANA
0204,TENT AT MMAMOTAUNG BOREHOLE,SEHITHWA-LEGOTHWANA
0205,TENT AT BODIBENG PRIMARY SCHOOL,BODIBENG-BOTHATOGO
0206,TENT AT BOTHATOGO PRIMARY SCHOOL,BODIBENG-BOTHATOGO
0207,TENT AT TSOKUNG MOBILE STOP,BODIBENG-BOTHATOGO
0208,TENT AT MATABOLOGA MOBILE STOP,BODIBENG-BOTHATOGO
0209,TENT AT KUKE GATE  ,BODIBENG-BOTHATOGO
0210,TENT AT THAPOLATHARI NEAR MARUPING FARM,BODIBENG-BOTHATOGO
0211,TENT AT KAMOTE NEAR NYAATA SYNDICATE BOREHOLE,BODIBENG-BOTHATOGO
0212,TENT AT TOTENG PRIMARY SCHOOL,TOTENG
0213,TENT AT BOSETO RESIDENTIAL AREA ,TOTENG
0214,TENT AT MATSEBE ,TOTENG
0215,TENT AT MAKGWELEKGWELE VDC,TOTENG
0216,TENT AT XHAAMOTE VDC,TOTENG
0217,TENT AT KOMANA PRIMARY SCHOOL,KOMANA-NXARAGA
0218,TENT AT NXARAGA KGOTLA,KOMANA-NXARAGA
0219,TENT AT PHATSHWE VDC,KOMANA-NXARAGA
0220,TENT AT MAKGALO VDC,KOMANA-NXARAGA
0221,TENT AT MAROPE ,KOMANA-NXARAGA
0222,TENT AT XHOO VDC,KOMANA-NXARAGA
0223,TENT AT QWEXWA ,KOMANA-NXARAGA
0224,TENT AT KGANTSHANG VDC,KOMANA-NXARAGA
0225,TENT AT TSANEKONA VDC,KOMANA-NXARAGA
0226,TENT AT SHASHE MOBILE STOP,KOMANA-NXARAGA
0227,TENT AT MOSU MOBILE STOP,KOMANA-NXARAGA
0228,TENT AT KOROMO VDC ,KOMANA-NXARAGA
0229,TENT AT LEDIBA VDC ,KOMANA-NXARAGA
1868,TENT AT SHASHE-SEPHOTE,KOMANA-NXARAGA
0230,TENT AT SHASHE PRIMARY SCHOOL,SHASHE-BOTSHABELO WEST
0231,TENT AT SHASHE KGOTLA,SHASHE-BOTSHABELO WEST
0232,TENT AT SPAR TURNOFF ,SHASHE-BOTSHABELO WEST
0233,TENT AT IPCC STANDPIPE ,SHASHE-BOTSHABELO WEST
0234,TENT AT BOTSHABELO WEST VDC ,SHASHE-BOTSHABELO WEST
0235,TENT AT CHUCHUBEGA VDC,SHASHE-BOTSHABELO WEST
0236,TENT AT GOGOMOGA VDC,SHASHE-BOTSHABELO WEST
0237,THITOYAMOKUDI CLINIC,THITO-BOMBADI
0238,TAWANA PRIMARY SCHOOL,THITO-BOMBADI
0239,BOMBADI KGOTLA,THITO-BOMBADI
0240,TENT AT MOGOTHO STANDPIPE,THITO-BOMBADI
0241,TENT AT THITO PRIMARY SCHOOL,THAMALAKANE-RIVERSIDE SOUTH
0242,TENT AT THITO EAST KGOTLA,THAMALAKANE-RIVERSIDE SOUTH
0243,TENT AT MAUN SPORTS COMPLEX ,THAMALAKANE-RIVERSIDE SOUTH
0244,TENT AT BOROLONG KGOTLA,THAMALAKANE-RIVERSIDE SOUTH
0245,TENT AT THAMALAKANE PRIMARY SCHOOL,THAMALAKANE-RIVERSIDE SOUTH
0246,TENT AT UCCSA CHURCH,THAMALAKANE-RIVERSIDE SOUTH
0247,TENT AT MOREMI PRIMARY SCHOOL ,THAMALAKANE-RIVERSIDE SOUTH
0248,TENT AT BOSEJA OPEN SPACE (NEAR THE GRAVEYARD OF ANDREW WELLIO),THAMALAKANE-RIVERSIDE SOUTH
0249,TENT AT DOBE,QANGWA-XAIXAI
0250,TENT AT BAATE,QANGWA-XAIXAI
0251,TENT AT XUBI MOBILE STOP ,QANGWA-XAIXAI
0252,TENT AT LEBALA VDC,QANGWA-XAIXAI
0253,XAIXAI PRIMARY SCHOOL,QANGWA-XAIXAI
0254,TENT AT MAGOPA MOBILE STOP,QANGWA-XAIXAI
0255,QANGWA PRIMARY SCHOOL,QANGWA-XAIXAI
0256,TENT AT QOOSHE MOBILE STOP,QANGWA-XAIXAI
0257,TENT AT DANEGA IPELEGENG SCHOOL,NOKANENG-HABU
0258,TENT AT CHIKI MOBILE STOP,NOKANENG-HABU
0259,NOKANENG SUB-LAND BOARD,NOKANENG-HABU
0260,NOKANENG PRIMARY SCHOOL,NOKANENG-HABU
0261,TENT AT KHUBUGA CATTLE CRUSH,NOKANENG-HABU
0262,TENT AT XWEE MOBILE STOP,NOKANENG-HABU
0263,TENT AT BOAJWANKWE MOBILE STOP ,NOKANENG-HABU
0264,HABU PRIMARY SCHOOL,NOKANENG-HABU
0265,TENT AT KONDE MOBILE STOP,NOKANENG-HABU
0266,TENT AT KAKANAGA CATTLE POST ,NOKANENG-HABU
1891,TENT AT BOSARWA KGOTLA,NOKANENG-HABU
0267,OKAVANGO JUNIOR SECONDARY SCHOOL,GUMARE SOUTH
0268,TLHALE PRIMARY SCHOOL,GUMARE SOUTH
0269,KELEKELE PRIMARY SCHOOL,GUMARE SOUTH
0270,TENT AT TLHALE CATTLE CRUSH,GUMARE SOUTH
0271,TENT AT XEKEDAU,GUMARE SOUTH
0272,RURAL ADMINISTRATION CENTRE,GUMARE NORTH
0273,TENT AT GUMARE PRIMARY HOSPITAL,GUMARE NORTH
0274,GUMARE PRIMARY SCHOOL,GUMARE NORTH
0275,TENT AT XURUBE MOBILE STOP,GUMARE NORTH
0276,TENT AT OLD TRIBAL ADMINISTRATION CENTRE,GUMARE NORTH
0277,TENT AT SEKGELE HOME TRAINING CENTRE,GUMARE NORTH
0278,TENT AT PHASE 1,GUMARE EAST- TUBU
0279,TENT AT MATSAUDI,GUMARE EAST- TUBU
0280,TENT AT LEGONONO SEOLO WATER TAP ,GUMARE EAST- TUBU
0281,TENT AT XARA CATTLE CRUSH,GUMARE EAST- TUBU
0282,TENT AT QOMOQAO CATTLE CRUSH,GUMARE EAST- TUBU
0283,TENT AT NNGOCHO,GUMARE EAST- TUBU
0284,TENT AT PHALE,GUMARE EAST- TUBU
0285,TENT AT TUBU KGOTLA,GUMARE EAST- TUBU
0286,TENT AT CAA,GUMARE EAST- TUBU
0287,TENT AT QWEKAXUM,GUMARE EAST- TUBU
0288,TUBU PRIMARY SCHOOL,GUMARE EAST- TUBU
0289,ETSHA 1 PRIMARY SCHOOL,ETSHA
0290,TENT AT ETSHA 2,ETSHA
0291,TENT AT ETSHA 4,ETSHA
0292,TENT AT NEW APOSTOLIC CHURCH,ETSHA
0293,ETSHA 6 JUNIOR SECONDARY SCHOOL,ETSHA
0294,TENT AT ETSHA 6 CLINIC,ETSHA
0295,ETSHA 6 PRIMARY SCHOOL ,ETSHA
0296,ESTHA 6 COMMUNITY HALL,ETSHA
0297,TENT AT MWATUMWAYA REHABILITATION FARM ,ETSHA
0298,SHAMOMBO KOSHONYA PRIMARY SCHOOL,ETSHA
0299,TENT AT ETSHA 8 BCC CENTRE ,ETSHA
0300,SHAKAWE BRIGADE,SHAKAWE WEST-GANI
0301,TENT AT SETUTU MOBILE STOP,SHAKAWE WEST-GANI
0302,TENT AT SENONO MOBILE STOP,SHAKAWE WEST-GANI
0303,TENT AT RUKONGA,SHAKAWE WEST-GANI
0304,TENT AT DINIVA MOBILE STOP,SHAKAWE WEST-GANI
0305,TENT AT MAHORAMENO,SHAKAWE WEST-GANI
0306,TENT AT XAUDUM MOBILE STOP,SHAKAWE WEST-GANI
0307,TENT AT KOZONDGE,SHAKAWE WEST-GANI
0308,TENT AT GANI KGOTLA,SHAKAWE WEST-GANI
0309,TENT AT NXOMOKAO,SHAKAWE WEST-GANI
0310,RWEE PRIMARY SCHOOL,SHAKAWE WEST-GANI
0311,TENT AT MOTSWERE AT NDUNDU WARD,SHAKAWE WEST-GANI
0312,SHAKAWE LANDBOARD,SHAKAWE CENTRAL
0313,SHAKAWE PRIMARY SCHOOL,SHAKAWE CENTRAL
0314,TENT AT SAOSHOKO,SHAKAWE CENTRAL
0315,TENT AT SHAKAWE OLD LANDBOARD PREMISE ,SHAKAWE CENTRAL
0316,TENT AT GAUXA KGOTLA,SHAKAWE CENTRAL
0317,KATHIANA PRIMARY SCHOOL,SHAKAWE EAST-SAMOCHIMA
0318,SHAKAWE SENIOR SECONDARY SCHOOL,SHAKAWE EAST-SAMOCHIMA
0319,TENT AT UKUSI KGOTLA,SHAKAWE EAST-SAMOCHIMA
0320,SAMOCHIMA PRIMARY SCHOOL,SHAKAWE EAST-SAMOCHIMA
0321,TENT AT SAMOCHIMA MOBILE STOP,SHAKAWE EAST-SAMOCHIMA
0322,SAMOCHIMA KGOSING WARD,SHAKAWE EAST-SAMOCHIMA
0323,TENT AT SHAKAWE RURAL ADMINISTRATION CENTRE,SHAKAWE EAST-SAMOCHIMA
0324,TENT AT OPEN SPACE OPPOSITE SHAKAWE BUS RANK,SHAKAWE EAST-SAMOCHIMA
0325,NXAMASERE PRIMARY SCHOOL,XHAOGA-KAJAJA
0326,TENT AT NXAMASERE CATTLE CRUSH ,XHAOGA-KAJAJA
0327,KAJAJA PRIMARY SCHOOL ,XHAOGA-KAJAJA
0328,TENT AT KAJAJA 2 ,XHAOGA-KAJAJA
0329,XHAOGA PRIMARY SCHOOL,XHAOGA-KAJAJA
0330,SEPOPA PRIMARY SCHOOL,SEPOPA-IKOGA
0331,TENT AT MOWANA MOBILE STOP,SEPOPA-IKOGA
0332,IKOGA PRIMARY SCHOOL,SEPOPA-IKOGA
0333,POPAGANO JUNIOR SECONDARY SCHOOL (SEPOPA),SEPOPA-IKOGA
0334,TENT AT XANXANA MOBILE STOP,SEPOPA-IKOGA
0335,TENT AT THAMACHAA MOBILE STOP,SEPOPA-IKOGA
0336,TENT AT GUCHA ,SEPOPA-IKOGA
0337,TENT AT MABUDUTSA WARD (SEPOPA),SEPOPA-IKOGA
0338,ETSHA 13 PRIMARY SCHOOL,ETSHA 13-JAO FLATS
0339,TENT AT ETSHA 10  ,ETSHA 13-JAO FLATS
0340,TENT AT ETSHA 12 (BCC),ETSHA 13-JAO FLATS
0341,JAO PRIMARY SCHOOL,ETSHA 13-JAO FLATS
0342,TENT AT MABUDUTSA WARD ETSHA 13  ,ETSHA 13-JAO FLATS
0343,TENT AT BOTSHABELO WARD,ETSHA 13-JAO FLATS
0344,NXAUNXAU PRIMARY SCHOOL,NXAUNXAU-CHUKUMUCHU
0345,CHUKUMUCHU PRIMARY SCHOOL,NXAUNXAU-CHUKUMUCHU
0346,TENT AT MOGOTHO ,NXAUNXAU-CHUKUMUCHU
0347,TENT AT XHABACHA MOBILE STOP,NXAUNXAU-CHUKUMUCHU
0348,TENT AT NDIVITAMA CATTLE POST,NXAUNXAU-CHUKUMUCHU
0349,TSODILO PRIMARY SCHOOL,NXAUNXAU-CHUKUMUCHU
0350,GANI PRIMARY SCHOOL,MOHEMBO-GANI EAST
0351,TENT AT XAMUKUCHA,MOHEMBO-GANI EAST
0352,TENT AT SHAIKARAWE MOBILE STOP,MOHEMBO-GANI EAST
0353,TENT AT TANI KGOTLA,MOHEMBO-GANI EAST
0354,MOHEMBO PRIMARY SCHOOL,MOHEMBO-GANI EAST
0355,TENT AT MOHEMBO EAST KGOTLA,MOHEMBO-GANI EAST
0356,XAKAO PRIMARY SCHOOL,KAUXWI-XAKAO
0357,GOWA JUNIOR SECONDARY SCHOOL,KAUXWI-XAKAO
0358,TENT AT BOTTOM,KAUXWI-XAKAO
0359,TENT AT KAPUTURA MOBILE STOP,KAUXWI-XAKAO
0360,KAUXWI PRIMARY SCHOOL,KAUXWI-XAKAO
0361,TENT AT DIVAVA KGOTLA,KAUXWI-XAKAO
0362,TENT AT MASHOSHO KGOTLA,KAUXWI-XAKAO
0363,TENT AT KAUXWI KGOTLA ,KAUXWI-XAKAO
0364,NGARANGE PRIMARY SCHOOL,NGARANGE-MOGOTHO
0365,SEKONDOMBORO PRIMARY SCHOOL,NGARANGE-MOGOTHO
0366,TENT AT NENDE,NGARANGE-MOGOTHO
0367,MOGOTHO PRIMARY SCHOOL,NGARANGE-MOGOTHO
0368,TENT AT HONGWA,NGARANGE-MOGOTHO
0369,TENT AT SEKANDOKO,NGARANGE-MOGOTHO
0370,TENT AT TOBERA MOBILE STOP,NGARANGE-MOGOTHO
0371,TENT AT SHAUWE KGOTLA (MOGOTHO),NGARANGE-MOGOTHO
0372,TENT AT KEYISHA (NUMBER 4),NGARANGE-MOGOTHO
0373,SERONGA PRIMARY SCHOOL,SERONGA-GUNOTSOGA
0374,SERONGA LANDBOARD,SERONGA-GUNOTSOGA
0375,TENT AT MBIROBA,SERONGA-GUNOTSOGA
0376,GUNOTSOGA PRIMARY SCHOOL,SERONGA-GUNOTSOGA
0377,TENT AT DUNGU CATTLE CRUSH,SERONGA-GUNOTSOGA
0378,TENT AT MAWANA,SERONGA-GUNOTSOGA
0379,TENT AT TEEKAE MOBILE STOP,SERONGA-GUNOTSOGA
0380,TENT AT XAO 1 MOBILE STOP,SERONGA-GUNOTSOGA
0381,TENT AT SAMUTI (GUNOTSOGA),SERONGA-GUNOTSOGA
